1317040011	中山醫學大學附設醫院
376531541A	屏東縣潮州戶政事務所
376531800C	屏東縣政府警察局
376531800CU732886	屏東縣政府警察局會計室
376531800CU000002	屏東縣政府警察局人事室
376531800CU005724	屏東縣政府少年輔導委員會
376531811C	屏東縣政府警察局屏東分局
376531812C	屏東縣政府警察局潮州分局
376531813C	屏東縣政府警察局東港分局
376531814C	屏東縣政府警察局恆春分局
376531815C	屏東縣政府警察局里港分局
376531816C	屏東縣政府警察局枋寮分局
376531817C	屏東縣政府警察局內埔分局
376531900C	屏東縣政府消防局
376531900CUACCT01	屏東縣政府消防局會計室
376532500E	屏東縣家庭教育中心
376532600E	屏東縣文化資產保護所
376532700G	屏東縣海洋及漁業事務管理所
376532800I	屏東縣檢驗中心
376532900E	屏東縣體育發展中心
376533000I	屏東縣動物防疫所
376535100AU160001	屏東縣屏東市公所主計室
376535100A	屏東縣屏東市公所
376535200AU010000	屏東縣潮州鎮公所主計室
376535200A	屏東縣潮州鎮公所
376535300AU139139	屏東縣東港鎮公所主計室
376535300A	屏東縣東港鎮公所
376535400A	屏東縣恆春鎮公所
376535400AU010000	屏東縣恆春鎮公所主計室
376535500A	屏東縣萬丹鄉公所
376535500AU010000	屏東縣萬丹鄉公所主計室
376535600A	屏東縣長治鄉公所
376535600AU123456	屏東縣長治鄉公所主計室
376535700AU010000	屏東縣麟洛鄉公所主計室
376535700A	屏東縣麟洛鄉公所
376535800A	屏東縣九如鄉公所
376535800AU001001	屏東縣九如鄉公所主計室
376535900A	屏東縣里港鄉公所
376536000AU000007	屏東縣鹽埔鄉公所主計室
376536000A	屏東縣鹽埔鄉公所
376536100AU000001	屏東縣高樹鄉公所主計室
376536100A	屏東縣高樹鄉公所
376536200A	屏東縣萬巒鄉公所
376536200AU000090	屏東縣萬巒鄉公所主計室
376536300A	屏東縣內埔鄉公所
376536300AU888168	屏東縣內埔鄉公所主計室
376536400A	屏東縣竹田鄉公所
376536400AU000901	屏東縣竹田鄉公所主計室
376536500A	屏東縣新埤鄉公所
376536500AU123456	屏東縣新埤鄉公所主計室
376536600AU123456	屏東縣枋寮鄉公所主計室
376536600A	屏東縣枋寮鄉公所
376536700AU000007	屏東縣新園鄉公所主計室
376536700A	屏東縣新園鄉公所
376536800AU270000	屏東縣崁頂鄉公所主計室
376536800AU280000	屏東縣崁頂鄉公所人事室
376536800AU330000	屏東縣崁頂鄉清潔隊
376536800AU320000	屏東縣崁頂鄉立幼兒園
376536800AU310000	屏東縣崁頂鄉公園路燈管理所
376536800AU340000	屏東縣崁頂鄉立圖書館
376536800A	屏東縣崁頂鄉公所
376536900A	屏東縣林邊鄉公所
376537000A	屏東縣南州鄉公所
376537000AU100000	屏東縣南州鄉公所主計室
376537100AU000001	屏東縣佳冬鄉公所主計室
376537100A	屏東縣佳冬鄉公所
376537200AU206206	屏東縣琉球鄉公所主計室
376537200A	屏東縣琉球鄉公所
376537300A	屏東縣車城鄉公所
376537300AU000001	屏東縣車城鄉公所主計室
376537400A	屏東縣滿州鄉公所
376537500AU001001	屏東縣枋山鄉公所主計室
376537500A	屏東縣枋山鄉公所
376537700AU000006	屏東縣霧臺鄉公所主計室
376537700A	屏東縣霧臺鄉公所
376537800A	屏東縣瑪家鄉公所
376537800AU000001	屏東縣瑪家鄉公所主計室
376537900A	屏東縣泰武鄉公所
376537900AU000001	屏東縣泰武鄉公所主計室
376538000A	屏東縣來義鄉公所
376538100A	屏東縣春日鄉公所
376538200A	屏東縣獅子鄉公所
376538200AU820022	屏東縣獅子鄉公所主計室
376538300A	屏東縣牡丹鄉公所
376538300AU000009	屏東縣牡丹鄉公所主計室
376538400AU000704	屏東縣三地門鄉公所主計室
376538400A	屏東縣三地門鄉公所
376539521T	屏東縣立大同高級中學測試機關
376539521U	屏東縣立大同高級中學
376539521UU123456	屏東縣立大同高級中學會計室
376539522U	屏東縣立枋寮高級中學
376539522UU878209	屏東縣立枋寮高級中學會計室
376539523UU010000	屏東縣立來義高級中學會計室
376539523U	屏東縣立來義高級中學
376539524UU123456	屏東縣立東港高級中學會計室
376539524U	屏東縣立東港高級中學
376539602XU130363	屏東縣立長治國民中學會計室
376539602X	屏東縣立長治國民中學
376539603X	屏東縣立內埔國民中學
376539603XU000001	屏東縣立內埔國民中學會計室
376539604X	屏東縣立恆春國民中學
376539605XU351351	屏東縣立明正國民中學會計室
376539605X	屏東縣立明正國民中學
376539606T	屏東縣立中正國民中學測試機關
376539606XU352000	屏東縣立中正國民中學會計室
376539606X	屏東縣立中正國民中學
376539607X	屏東縣立萬丹國民中學
376539608X	屏東縣立潮州國民中學
376539608XU000356	屏東縣立潮州國民中學會計室
376539609X	屏東縣立林邊國民中學
376539611XU010000	屏東縣立公正國民中學會計室
376539611X	屏東縣立公正國民中學
376539612XU000001	屏東縣立里港國民中學會計室
376539612X	屏東縣立里港國民中學
376539613XU100000	屏東縣立九如國民中學會計室
376539613X	屏東縣立九如國民中學
376539614XU000001	屏東縣立高樹國民中學會計室
376539614X	屏東縣立高樹國民中學
376539615X	屏東縣立鹽埔國民中學
376539616X	屏東縣立竹田國民中學
376539616XU000373	屏東縣立竹田國民中學會計室
376539618X	屏東縣立麟洛國民中學
376539618XU100000	屏東縣立麟洛國民中學會計室
376539619X	屏東縣立高泰國民中學
376539620XU000001	屏東縣立萬巒國民中學會計室
376539620X	屏東縣立萬巒國民中學
376539621XU010000	屏東縣立崇文國民中學會計室
376539621X	屏東縣立崇文國民中學
376539622X	屏東縣立新埤國民中學
376539623XU102000	屏東縣立新園國民中學會計室
376539623X	屏東縣立新園國民中學
376539624X	屏東縣立琉球國民中學
376539624XU861250	屏東縣立琉球國民中學會計室
376539625XU111111	屏東縣立南州國民中學會計室
376539625X	屏東縣立南州國民中學
376539626XU111111	屏東縣立佳冬國民中學會計室
376539626X	屏東縣立佳冬國民中學
376539627XU382000	屏東縣立車城國民中學會計室
376539627X	屏東縣立車城國民中學
376539628X	屏東縣立滿州國民中學
376539630X	屏東縣立瑪家國民中學
376539632X	屏東縣立牡丹國民中學
376539634X	屏東縣立獅子國民中學
376539635XU000006	屏東縣立鶴聲國民中學會計室
376539635X	屏東縣立鶴聲國民中學
376539636X	屏東縣立泰武國民中學
376539637X	屏東縣立光春國民中學
376539637XU000033	屏東縣立光春國民中學飛夢林學園
376539637XU123456	屏東縣立光春國民中學會計室
376539638XU000001	屏東縣立至正國民中學會計室
376539638X	屏東縣立至正國民中學
376539639X	屏東縣立東新國民中學
376539641XU200001	屏東縣立萬新國民中學會計室
376539641X	屏東縣立萬新國民中學
376539701Y	屏東縣屏東市中正國民小學
376539701YU001119	屏東縣屏東市中正國民小學會計室
376539702Y	屏東縣屏東市仁愛國民小學
376539703Y	屏東縣屏東市海豐國民小學
376539704Y	屏東縣屏東市公館國民小學
376539705Y	屏東縣屏東市大同國民小學
376539706YU406000	屏東縣屏東市鶴聲國民小學會計室
376539706Y	屏東縣屏東市鶴聲國民小學
376539708Y	屏東縣屏東市勝利國民小學
376539709Y	屏東縣屏東市歸來國民小學
376539710Y	屏東縣屏東市前進國民小學
376539711Y	屏東縣屏東市唐榮國民小學
376539712Y	屏東縣屏東市民和國民小學
376539713Y	屏東縣屏東市建國國民小學
376539714Y	屏東縣屏東市復興國民小學
376539715YU130458	屏東縣萬丹鄉萬丹國民小學會計室
376539715Y	屏東縣萬丹鄉萬丹國民小學
376539716Y	屏東縣萬丹鄉新庄國民小學
376539717Y	屏東縣萬丹鄉興華國民小學
376539718Y	屏東縣萬丹鄉新興國民小學
376539719Y	屏東縣萬丹鄉社皮國民小學
376539719YU000001	屏東縣萬丹鄉社皮國民小學主計室
376539720Y	屏東縣萬丹鄉廣安國民小學
376539721Y	屏東縣萬丹鄉興化國民小學
376539722Y	屏東縣麟洛鄉麟洛國民小學
376539723Y	屏東縣九如鄉九如國民小學
376539724Y	屏東縣九如鄉後庄國民小學
376539725Y	屏東縣九如鄉惠農國民小學
376539726Y	屏東縣長治鄉長興國民小學
376539727Y	屏東縣長治鄉繁華國民小學
376539728Y	屏東縣長治鄉德協國民小學
376539729Y	屏東縣鹽埔鄉鹽埔國民小學
376539730Y	屏東縣鹽埔鄉仕絨國民小學
376539731Y	屏東縣鹽埔鄉高朗國民小學
376539732Y	屏東縣鹽埔鄉新圍國民小學
376539733Y	屏東縣鹽埔鄉彭厝國民小學
376539734Y	屏東縣鹽埔鄉振興國民小學
376539735Y	屏東縣高樹鄉高樹國民小學
376539737Y	屏東縣高樹鄉新豐國民小學
376539738Y	屏東縣高樹鄉田子國民小學
376539739Y	屏東縣高樹鄉泰山國民小學
376539741Y	屏東縣高樹鄉新南國民小學
376539742Y	屏東縣里港鄉里港國民小學
376539743Y	屏東縣里港鄉載興國民小學
376539744Y	屏東縣里港鄉土庫國民小學
376539746YU425000	屏東縣潮州鎮潮州國民小學會計室
376539746Y	屏東縣潮州鎮潮州國民小學
376539747Y	屏東縣潮州鎮光春國民小學
376539748Y	屏東縣潮州鎮光華國民小學
376539749Y	屏東縣潮州鎮四林國民小學
376539750Y	屏東縣潮州鎮潮南國民小學
376539751Y	屏東縣潮州鎮潮東國民小學
376539752Y	屏東縣萬巒鄉萬巒國民小學
376539753Y	屏東縣萬巒鄉五溝國民小學
376539754Y	屏東縣萬巒鄉佳佐國民小學
376539756Y	屏東縣萬巒鄉赤山國民小學
376539757Y	屏東縣內埔鄉內埔國民小學
376539760Y	屏東縣內埔鄉崇文國民小學
376539761Y	屏東縣內埔鄉黎明國民小學
376539762Y	屏東縣內埔鄉泰安國民小學
376539763Y	屏東縣內埔鄉東勢國民小學
376539764Y	屏東縣內埔鄉豐田國民小學
376539765Y	屏東縣竹田鄉竹田國民小學
376539766Y	屏東縣竹田鄉西勢國民小學
376539767Y	屏東縣竹田鄉大明國民小學
376539768Y	屏東縣新埤鄉新埤國民小學
376539769Y	屏東縣新埤鄉大成國民小學
376539770Y	屏東縣新埤鄉萬隆國民小學
376539772Y	屏東縣枋寮鄉枋寮國民小學
376539773Y	屏東縣枋寮鄉僑德國民小學
376539774Y	屏東縣枋寮鄉建興國民小學
376539775Y	屏東縣枋寮鄉東海國民小學
376539777Y	屏東縣東港鎮東港國民小學
376539778Y	屏東縣東港鎮東隆國民小學
376539779Y	屏東縣東港鎮海濱國民小學
376539780Y	屏東縣東港鎮以栗國民小學
376539781Y	屏東縣東港鎮大潭國民小學
376539782Y	屏東縣新園鄉新園國民小學
376539783Y	屏東縣新園鄉仙吉國民小學
376539784Y	屏東縣新園鄉烏龍國民小學
376539785Y	屏東縣新園鄉港西國民小學
376539786Y	屏東縣新園鄉鹽洲國民小學
376539787Y	屏東縣琉球鄉琉球國民小學
376539788Y	屏東縣琉球鄉全德國民小學
376539789Y	屏東縣琉球鄉白沙國民小學
376539790Y	屏東縣崁頂鄉崁頂國民小學
376539791Y	屏東縣崁頂鄉港東國民小學
376539792Y	屏東縣崁頂鄉力社國民小學
376539793Y	屏東縣林邊鄉林邊國民小學
376539794Y	屏東縣林邊鄉仁和國民小學
376539795Y	屏東縣林邊鄉竹林國民小學
376539796Y	屏東縣林邊鄉崎峰國民小學
376539797Y	屏東縣林邊鄉水利國民小學
376539798Y	屏東縣南州鄉南州國民小學
376539799Y	屏東縣南州鄉同安國民小學
376539800Y	屏東縣南州鄉溪北國民小學
376539801Y	屏東縣佳冬鄉佳冬國民小學
376539802Y	屏東縣佳冬鄉塭子國民小學
376539803Y	屏東縣佳冬鄉昌隆國民小學
376539805Y	屏東縣佳冬鄉玉光國民小學
376539806Y	屏東縣恆春鎮恆春國民小學
376539807Y	屏東縣恆春鎮僑勇國民小學
376539808Y	屏東縣恆春鎮山海國民小學
376539810Y	屏東縣恆春鎮大光國民小學
376539811Y	屏東縣恆春鎮水泉國民小學
376539812Y	屏東縣恆春鎮大平國民小學
376539813Y	屏東縣恆春鎮墾丁國民小學
376539814Y	屏東縣車城鄉車城國民小學
376539818Y	屏東縣滿州鄉滿州國民小學
376539819Y	屏東縣滿州鄉長樂國民小學
376539820Y	屏東縣滿州鄉永港國民小學
376539824Y	屏東縣枋山鄉楓港國民小學
376539825Y	屏東縣枋山鄉加祿國民小學
376539833Y	屏東縣瑪家鄉佳義國民小學
376539836Y	屏東縣霧臺鄉霧臺國民小學
376539840Y	屏東縣泰武鄉武潭國民小學
376539841Y	屏東縣泰武鄉泰武國民小學
376539842Y	屏東縣泰武鄉萬安國民小學
376539843Y	屏東縣來義鄉來義國民小學
376539844Y	屏東縣來義鄉望嘉國民小學
376539845Y	屏東縣來義鄉文樂國民小學
376539846Y	屏東縣來義鄉南和國民小學
376539847Y	屏東縣來義鄉古樓國民小學
376539848Y	屏東縣春日鄉春日國民小學
376539849Y	屏東縣春日鄉力里國民小學
376539850Y	屏東縣春日鄉古華國民小學
376539851Y	屏東縣獅子鄉楓林國民小學
376539852Y	屏東縣獅子鄉丹路國民小學
376539853Y	屏東縣獅子鄉內獅國民小學
376539854Y	屏東縣獅子鄉草埔國民小學
376539855Y	屏東縣牡丹鄉石門國民小學
376539857Y	屏東縣牡丹鄉高士國民小學
376539858Y	屏東縣牡丹鄉牡丹國民小學
376539859Y	屏東縣內埔鄉榮華國民小學
376539861Y	屏東縣高樹鄉大路關國民小學
376539862Y	屏東縣內埔鄉新生國民小學
376539863Y	屏東縣琉球鄉天南國民小學
376539864Y	屏東縣內埔鄉富田國民小學
376539866Y	屏東縣里港鄉三和國民小學
376539868Y	屏東縣瑪家鄉北葉國民小學
376539869Y	屏東縣屏東市忠孝國民小學
376539869YU000415	屏東縣屏東市忠孝國民小學會計室
376539870YU160000	屏東縣屏東市和平國民小學會計室
376539870Y	屏東縣屏東市和平國民小學
376539871Y	屏東縣佳冬鄉羌園國民小學
376539872Y	屏東縣內埔鄉隘寮國民小學
376539873Y	屏東縣九如鄉三多國民小學
376539877Y	屏東縣三地門鄉青山國民小學
376539878Y	屏東縣三地門鄉口社國民小學
376539879Y	屏東縣三地門鄉青葉國民小學
376539880Y	屏東縣屏東市信義國民小學
376539881Y	屏東縣屏東市瑞光國民小學
376539881YU738301	屏東縣屏東市瑞光國民小學會計室
376539882Y	屏東縣屏東市崇蘭國民小學
376539882YU000001	屏東縣屏東市崇蘭國民小學會計室
376539883Y	屏東縣萬丹鄉四維國民小學
376539884Y	屏東縣內埔鄉東寧國民小學
376539885Y	屏東縣潮州鎮潮昇國民小學
376539887Y	屏東縣潮州鎮潮和國民小學
376539889Y	屏東縣東港鎮東興國民小學
376539890Y	屏東縣里港鄉塔樓國民小學
376539891Y	屏東縣東港鎮東光國民小學
376539892Y	屏東縣三地門鄉賽嘉國民小學
376539893Y	屏東縣新園鄉瓦磘國民小學
376539894Y	屏東縣里港鄉玉田國民小學
376539895Y	屏東縣屏東市民生國民小學
376539896Y	屏東縣瑪家鄉長榮百合國民小學
376539897Y	屏東縣三地門鄉地磨兒國民小學
376540000AUNJ0000	臺東縣政府原住民族行政處
376540000AUNP0000	臺東縣政府人事處
376540000AUNE0000	臺東縣政府教育處
376540000AUNB0000	臺東縣政府民政處
376540000AUNF0000	臺東縣政府農業處
376540000AUND0000	臺東縣政府建設處
376540000AUNG0000	臺東縣政府社會處
376540000AUNT0000	臺東縣政府財政及經濟發展處
376540000AUNL0000	臺東縣政府文化處
376540000AUNO0000	臺東縣政府主計處
376540000AUNN0000	臺東縣政府國際發展及計畫處
376540000AUNM0000	臺東縣政府行政處
376540000A	臺東縣政府
376540000AUNH0000	臺東縣政府地政處
376540000AU050000	臺東縣政府觀光發展處
376540000AU010000	臺東縣政府政風處
376540000AUNA0000	臺東縣政府交通及養護工程處
376540200C	臺東縣警察局
376540261C	臺東縣警察局臺東分局
376540262C	臺東縣警察局成功分局
376540263C	臺東縣警察局關山分局
376540264C	臺東縣警察局大武分局
376540300IU000009	臺東縣衛生局政風室
376540300I	臺東縣衛生局
376540300IU000010	臺東縣衛生局會計室
376540300IU000008	臺東縣衛生局人事室
376540305IU100000	臺東縣環境保護局人事室
376540305I	臺東縣環境保護局
376540341I	臺東縣臺東市衛生所
376540342I	臺東縣成功鎮衛生所
376540343I	臺東縣關山鎮衛生所
376540344I	臺東縣卑南鄉衛生所
376540345I	臺東縣大武鄉衛生所
376540346I	臺東縣太麻里鄉衛生所
376540347I	臺東縣東河鄉衛生所
376540348I	臺東縣長濱鄉衛生所
376540349I	臺東縣鹿野鄉衛生所
376540350I	臺東縣池上鄉衛生所
